"product_id","product_name","stock","product_code","ean","sku","category","our_price_brutto","tax","weight","description0","description1","description2","description3","description4","image0","image1","image2","image3","image4","image5","image6","image7","image8","image9","image10","image11","image12","image13","image14","image15","producer","color","width","height","wasModified","wasImported","exception",
"188606", "188L606 KREDKA AKWARELOWA A.DURER 187 FABER", "6", "117687 FC", "4005401176879", "188L606", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 187", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13074/30742_M0.png", "http://zasoby.amexb2x.com/zdjecia/13074/30743_M0.png", "http://zasoby.amexb2x.com/zdjecia/13074/30744_M0.png", "http://zasoby.amexb2x.com/zdjecia/13074/38565_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188607", "188L607 KREDKA AKWARELOWA A.DURER 188 FABER", "42", "117688 FC", "4005401176886", "188L607", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "Najwyższej jakości akwarelowa kredka odpowiednia dla artystów. Produkt posiada mocny grafit o średnicy 3,8 mm. Wkład jest nasycony pigmentem wysokiej jakości, który zapewnia wyraźny oraz intensywny kolor, a także chroni przed wyblaknięciem. Kredka w kolorze sanguine (krwisty, optymistyczny) (nr 188).", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/10703/29878_M0.png", "http://zasoby.amexb2x.com/zdjecia/10703/29879_M0.png", "http://zasoby.amexb2x.com/zdjecia/10703/38339_M0.png", "http://zasoby.amexb2x.com/zdjecia/10703/38340_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188608", "188L608 KREDKA AKWARELOWA A.DURER 189 FABER", "12", "117689 FC", "4005401176893", "188L608", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "Najwyższej jakości akwarelowa kredka odpowiednia dla artystów. Produkt posiada mocny grafit o średnicy 3,8 mm. Wkład jest nasycony pigmentem wysokiej jakości, który zapewnia wyraźny oraz intensywny kolor, a także chroni przed wyblaknięciem. Kredka w kolorze cynamonowym (nr 189).", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/10704/29884_M0.png", "http://zasoby.amexb2x.com/zdjecia/10704/29885_M0.png", "http://zasoby.amexb2x.com/zdjecia/10704/38872_M0.png", "http://zasoby.amexb2x.com/zdjecia/10704/38873_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188609", "188L609 KREDKA AKWARELOWA A.DURER 190 FABER", "12", "117690 FC", "4005401176909", "188L609", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 190", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13075/38316_M0.png", "http://zasoby.amexb2x.com/zdjecia/13075/38317_M0.png", "http://zasoby.amexb2x.com/zdjecia/13075/38318_M0.png", "http://zasoby.amexb2x.com/zdjecia/13075/8363_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188610", "188L610 KREDKA AKWARELOWA A.DURER 191 FABER", "42", "117691 FC", "4005401176916", "188L610", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 191", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13076/38379_M0.png", "http://zasoby.amexb2x.com/zdjecia/13076/38380_M0.png", "http://zasoby.amexb2x.com/zdjecia/13076/38381_M0.png", "http://zasoby.amexb2x.com/zdjecia/13076/8364_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188611", "188L611 KREDKA AKWARELOWA A.DURER 192 FABER", "18", "117692 FC", "4005401176923", "188L611", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 192", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13077/30747_M0.png", "http://zasoby.amexb2x.com/zdjecia/13077/30748_M0.png", "http://zasoby.amexb2x.com/zdjecia/13077/30749_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188612", "188L612 KREDKA AKWARELOWA A.DURER 193 FABER", "12", "117693 FC", "4005401176930", "188L612", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 193", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13078/30755_M0.png", "http://zasoby.amexb2x.com/zdjecia/13078/30756_M0.png", "http://zasoby.amexb2x.com/zdjecia/13078/30757_M0.png", "http://zasoby.amexb2x.com/zdjecia/13078/38571_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188613", "188L613 KREDKA AKWARELOWA A.DURER 194 FABER", "12", "117694 FC", "4005401176947", "188L613", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie dla artystów<br>- mocny grafit o średnicy 3,8 mm<br>- wysokiej jakości pigmenty zapewniają odporność na wyblaknięcie i wyraźny kolor<br>- kolor 194", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/8569/28120_M0.png", "http://zasoby.amexb2x.com/zdjecia/8569/28121_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188616", "188L616 KREDKA AKWARELOWA A.DURER 205 FABER", "18", "117705 FC", "4005401177050", "188L616", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 205", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13081/30760_M0.png", "http://zasoby.amexb2x.com/zdjecia/13081/30761_M0.png", "http://zasoby.amexb2x.com/zdjecia/13081/30762_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188617", "188L617 KREDKA AKWARELOWA A.DURER 217 FABER", "6", "117717 FC", "4005401177173", "188L617", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 217", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13082/30764_M0.png", "http://zasoby.amexb2x.com/zdjecia/13082/30765_M0.png", "http://zasoby.amexb2x.com/zdjecia/13082/30766_M0.png", "http://zasoby.amexb2x.com/zdjecia/13082/38570_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188618", "188L618 KREDKA AKWARELOWA A.DURER 219 FABER", "19", "117719 FC", "4005401177197", "188L618", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 219", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13083/30769_M0.png", "http://zasoby.amexb2x.com/zdjecia/13083/30770_M0.png", "http://zasoby.amexb2x.com/zdjecia/13083/30771_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188619", "188L619 KREDKA AKWARELOWA A.DURER 223 FABER", "12", "117723 FC", "4005401177234", "188L619", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 223", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13084/30772_M0.png", "http://zasoby.amexb2x.com/zdjecia/13084/30773_M0.png", "http://zasoby.amexb2x.com/zdjecia/13084/30774_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188620", "188L620 KREDKA AKWARELOWA A.DURER 225 FABER", "12", "117725 FC", "4005401177258", "188L620", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 225", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13085/30775_M0.png", "http://zasoby.amexb2x.com/zdjecia/13085/30776_M0.png", "http://zasoby.amexb2x.com/zdjecia/13085/30777_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188621", "188L621 KREDKA AKWARELOWA A.DURER 226 FABER", "6", "117726 FC", "4005401177265", "188L621", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 226", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13086/30782_M0.png", "http://zasoby.amexb2x.com/zdjecia/13086/30783_M0.png", "http://zasoby.amexb2x.com/zdjecia/13086/30784_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188622", "188L622 KREDKA AKWARELOWA A.DURER 230 FABER", "18", "117730 FC", "4005401177302", "188L622", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 230", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13087/30785_M0.png", "http://zasoby.amexb2x.com/zdjecia/13087/30786_M0.png", "http://zasoby.amexb2x.com/zdjecia/13087/30787_M0.png", "http://zasoby.amexb2x.com/zdjecia/13087/38538_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188623", "188L623 KREDKA AKWARELOWA A.DURER 231 FABER", "42", "117731 FC", "4005401177319", "188L623", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 231", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13088/30788_M0.png", "http://zasoby.amexb2x.com/zdjecia/13088/30789_M0.png", "http://zasoby.amexb2x.com/zdjecia/13088/30790_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188624", "188L624 KREDKA AKWARELOWA A.DURER 232 FABER", "24", "117732 FC", "4005401177326", "188L624", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 232", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13089/30823_M0.png", "http://zasoby.amexb2x.com/zdjecia/13089/30824_M0.png", "http://zasoby.amexb2x.com/zdjecia/13089/38321_M0.png", "http://zasoby.amexb2x.com/zdjecia/13089/38322_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188625", "188L625 KREDKA AKWARELOWA A.DURER 233 FABER", "18", "117733 FC", "4005401177333", "188L625", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 233", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13090/30825_M0.png", "http://zasoby.amexb2x.com/zdjecia/13090/30826_M0.png", "http://zasoby.amexb2x.com/zdjecia/13090/30827_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188626", "188L626 KREDKA AKWARELOWA A.DURER 234 FABER", "24", "117734 FC", "4005401177340", "188L626", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie dla artystów<br>- mocny grafit o średnicy 3,8 mm<br>- wysokiej jakości pigmenty zapewniają odporność na wyblaknięcie i wyraźny kolor<br>- kolor 234", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/8571/28133_M0.png", "http://zasoby.amexb2x.com/zdjecia/8571/28134_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188627", "188L627 KREDKA AKWARELOWA A.DURER 235 FABER", "12", "117735 FC", "4005401177357", "188L627", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie dla artystów<br><br>- mocny grafit o średnicy 3,8MM<br><br>- wysokiej jakości pigmenty zapewniają odporność na wyblaknięcie i wyraźny kolor<br><br>- kolor 235", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/12366/30177_M0.png", "http://zasoby.amexb2x.com/zdjecia/12366/30178_M0.png", "http://zasoby.amexb2x.com/zdjecia/12366/30179_M0.png", "http://zasoby.amexb2x.com/zdjecia/12366/30180_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188628", "188L628 KREDKA AKWARELOWA A.DURER 246 FABER", "90", "117746 FC", "4005401177463", "188L628", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 246", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13091/30830_M0.png", "http://zasoby.amexb2x.com/zdjecia/13091/30831_M0.png", "http://zasoby.amexb2x.com/zdjecia/13091/30832_M0.png", "http://zasoby.amexb2x.com/zdjecia/13091/38632_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188629", "188L629 KREDKA AKWARELOWA A.DURER 247 FABER", "24", "117747 FC", "4005401177470", "188L629", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 247", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13092/30833_M0.png", "http://zasoby.amexb2x.com/zdjecia/13092/30834_M0.png", "http://zasoby.amexb2x.com/zdjecia/13092/30835_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188630", "188L630 KREDKA AKWARELOWA A.DURER 249 FABER", "30", "117749 FC", "4005401177494", "188L630", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 249", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13093/30840_M0.png", "http://zasoby.amexb2x.com/zdjecia/13093/30841_M0.png", "http://zasoby.amexb2x.com/zdjecia/13093/30842_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"188631", "188L631 KREDKA AKWARELOWA A.DURER 250 FABER", "18", "117750 FC", "4005401177500", "188L631", "Artykuły szkolne > Artykuły plastyczne > Kredki i pastele", "4.97", "23", "0.00", "- kredki akwarelowe najwyższej jakości odpowiednie<br><br>Dla artystów<br><br>- grubość grafitu 3,8 mm<br><br>- wysokiej jakości pigmenty zapewniają odporność<br><br>Na blaknięcie i wyraźne kolory<br><br>- kredka w kolorze nr 250", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/13094/30845_M0.png", "http://zasoby.amexb2x.com/zdjecia/13094/30846_M0.png", "http://zasoby.amexb2x.com/zdjecia/13094/30847_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
